Gene,GCA_000145035,GCA_000420965,GCA_000420985,GCA_000423985,GCA_000424405,GCA_000424425,GCA_000424465,GCA_000424565,GCA_000621465,GCA_000622085,GCA_000686065,GCA_000686965,GCA_001858005,GCA_003175155,GCA_900101605,GCA_900110805,GCA_900111185,GCA_900115735,GCA_900129945,GCA_900143205
group_5050,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
mecA_3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
gdpP,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5053,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
btsR,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5056,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5057,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5058,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5060,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5061,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5062,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
era_2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5064,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5065,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5066,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5067,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5068,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5069,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5070,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5071,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5073,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5074,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5075,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
topB,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5077,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5081,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5082,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5083,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
glcR,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5085,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5086,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5087,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ytfT,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5090,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5091,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5093,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5095,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5096,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5097,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5098,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5099,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5100,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5101,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5102,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5103,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5105,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5108,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5109,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5110,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5111,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5112,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ypeA,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5115,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5116,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5117,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
sigH,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5120,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5121,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ygaZ,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5124,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5125,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5126,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5127,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5128,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5130,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5131,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5132,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5135,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
group_5136,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5140,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
rsgA_2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
prkC,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5144,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5145,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5147,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5149,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
lolD_2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5152,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5153,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5154,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
def1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5156,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5157,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5158,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5159,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5160,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5161,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5162,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5163,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5164,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5165,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5167,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5168,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
iolU,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5171,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5172,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5174,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5175,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5176,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5177,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5178,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5179,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5180,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5181,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5182,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5183,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5184,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5185,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5192,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5194,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5199,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5202,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5205,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5206,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5209,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5211,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5212,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5213,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5214,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
exuR_4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
araQ_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
sacA_2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5219,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5220,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5221,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
rapA_2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5223,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5224,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5225,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5226,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5227,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5228,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
asnB_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5230,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5231,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5232,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5233,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5234,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5235,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5236,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5237,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5238,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ytbE_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ydhF,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5242,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5244,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ywtE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5251,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5252,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5253,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5255,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ytkD,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
rep,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5258,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
crcB,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5261,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5263,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5265,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5266,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5267,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5268,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5269,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5270,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5271,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
dppD,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5273,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5274,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5276,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5282,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5283,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5284,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5285,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5286,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5287,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5288,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5289,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
mdtK_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5291,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5292,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5293,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5294,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5295,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
cyoE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5297,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5298,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5299,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5300,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5301,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5302,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5304,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5305,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5306,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5307,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
arlR,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5309,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5310,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5312,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5313,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5314,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5315,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
yfcA,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5318,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
trkH,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5320,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
folA,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5322,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5323,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5324,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5325,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5327,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5328,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5329,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5331,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5332,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5333,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5334,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5335,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5337,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5338,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
metF_2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5340,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5341,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5344,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5345,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5349,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5351,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5352,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
oppB,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
oppA,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5355,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5356,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5357,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5358,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5359,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
yitU_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5363,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5364,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
group_5365,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5366,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
melR,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5370,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5371,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5373,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ilvB_1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5375,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5376,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5377,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5378,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5379,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5380,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5381,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5382,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5383,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5384,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5385,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5386,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5387,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5388,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5389,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5390,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5391,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5392,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5393,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5394,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5395,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5396,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5397,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5398,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5399,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5400,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5401,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5402,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5403,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5404,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5405,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5406,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5407,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5408,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5409,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
ftsY_2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5411,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5412,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5413,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5414,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5415,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5416,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5417,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
hyfC,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5419,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5420,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5421,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5422,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5424,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5425,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5426,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5427,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5428,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
nrdG,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5431,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5432,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5433,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5434,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5435,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
fprA1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5437,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5438,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
group_5439,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
