genome,species,sample,group,abundance,rank
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017638,ACVD,3.34E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017639,ACVD,0.00058661,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017640,ACVD,0.000290596,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017641,ACVD,4.24E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017642,ACVD,0.001029309,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017643,ACVD,1.02E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017644,ACVD,0.001430091,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017645,ACVD,0.004509005,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017646,ACVD,3.79E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017647,ACVD,0.000175262,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017648,ACVD,0.000150911,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017649,ACVD,7.79E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017650,ACVD,0.000746012,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017651,ACVD,0.000214734,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017652,ACVD,0.001170965,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017653,ACVD,0.000122975,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017654,ACVD,8.39E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017655,ACVD,1.93E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017656,ACVD,1.68E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017657,ACVD,3.53E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017658,ACVD,5.20E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017659,ACVD,1.99E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017660,ACVD,8.07E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017661,ACVD,6.76E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017662,ACVD,0.000148081,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017663,ACVD,1.04E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017664,ACVD,0.000149372,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017665,ACVD,0.000532466,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017666,ACVD,0.000891591,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017667,ACVD,5.95E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017668,ACVD,0.000260239,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017669,ACVD,0.002227815,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017670,ACVD,0.000452172,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017671,ACVD,0.000168156,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017672,ACVD,0.000349805,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017673,ACVD,0.000119174,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017674,ACVD,0.000822423,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017675,ACVD,0.0004714,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017676,ACVD,4.82E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017677,ACVD,0.004896423,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017678,ACVD,8.18E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017679,ACVD,0.001248115,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017680,ACVD,0.000672027,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017681,ACVD,0.000208699,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017682,ACVD,0.00077987,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017683,ACVD,7.68E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017684,ACVD,5.09E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017685,ACVD,0.000135913,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017686,ACVD,0.00111658,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017687,ACVD,7.54E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017688,ACVD,0.000601194,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017689,ACVD,6.56E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017690,ACVD,9.25E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017691,ACVD,0.00478235,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017692,ACVD,0.000146731,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017693,ACVD,0.000189553,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017694,ACVD,1.51E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017695,ACVD,8.26E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017696,ACVD,1.33E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017697,ACVD,0.00013715,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017698,ACVD,2.06E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017699,ACVD,2.24E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017700,ACVD,5.84E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017701,ACVD,5.05E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017702,ACVD,6.88E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017703,ACVD,0.000199638,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017704,ACVD,0.00103289,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017705,ACVD,2.58E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017706,ACVD,0.000341886,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017707,ACVD,0.000110203,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017708,ACVD,3.88E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017709,ACVD,6.12E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017710,ACVD,4.51E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017711,ACVD,6.65E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017712,ACVD,2.45E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017713,ACVD,2.16E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017714,ACVD,8.10E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017715,ACVD,0.000226871,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017716,ACVD,0.000631172,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017717,ACVD,8.45E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017718,ACVD,1.50E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017719,ACVD,0.000111489,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017720,ACVD,0.000636303,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017721,ACVD,7.81E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017722,ACVD,4.75E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017723,ACVD,1.52E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017724,ACVD,0.000271716,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017725,ACVD,2.57E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017726,ACVD,0.000350605,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017727,ACVD,1.56E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017728,ACVD,9.48E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017729,ACVD,4.25E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017730,ACVD,0.000152328,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017731,ACVD,0.000308849,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017732,ACVD,0.001866844,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017733,ACVD,0.00032723,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017734,ACVD,2.13E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017735,ACVD,0.000149738,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017736,ACVD,0.000176647,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017737,ACVD,7.11E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017738,ACVD,0.000433861,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017739,ACVD,0.000109477,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017740,ACVD,0.002170587,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017741,ACVD,2.35E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017742,ACVD,1.08E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017743,ACVD,8.59E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017744,ACVD,1.14E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017745,ACVD,0.000123058,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017746,ACVD,0.000322444,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017747,ACVD,0.000455124,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017748,ACVD,3.45E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017749,ACVD,0.000350686,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017750,ACVD,0.000213891,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017751,ACVD,0.000205152,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017752,ACVD,0.001308134,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017753,ACVD,0.000457389,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017754,ACVD,5.47E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017755,ACVD,0.00015115,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017756,ACVD,0.000139434,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017757,ACVD,0.000192525,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017759,ACVD,0.003292389,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017760,ACVD,5.48E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017761,ACVD,0.000374007,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017762,ACVD,1.66E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017763,ACVD,0.000186691,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017764,ACVD,0.013310938,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017765,ACVD,3.60E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017766,ACVD,8.28E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017767,ACVD,0.000274441,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017768,ACVD,6.92E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017769,ACVD,3.88E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017770,ACVD,0.00363765,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017771,ACVD,3.24E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017772,ACVD,4.11E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017773,ACVD,0.000503806,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017774,ACVD,5.36E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017775,ACVD,0.001022623,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017776,ACVD,0.00041935,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017777,ACVD,0.000374071,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017778,ACVD,6.75E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017779,ACVD,0.00124103,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017780,ACVD,4.49E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017781,ACVD,2.86E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017782,ACVD,6.35E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017783,ACVD,2.22E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017784,ACVD,3.98E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017785,ACVD,3.62E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017786,ACVD,0.00603483,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017788,ACVD,7.16E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017789,ACVD,9.07E-06,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017790,ACVD,0.000806663,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017791,ACVD,3.53E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017792,ACVD,4.42E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017793,ACVD,2.50E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017794,ACVD,0.000420673,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017795,ACVD,0.000690077,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017796,ACVD,0.001463954,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017797,ACVD,9.87E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017798,ACVD,2.86E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017799,ACVD,2.95E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017800,ACVD,0.00012593,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017801,ACVD,0.000243415,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017802,ACVD,4.62E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017803,ACVD,3.68E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017804,ACVD,0.000367649,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017805,ACVD,0.00064905,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017806,ACVD,1.02E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017807,ACVD,0.000237032,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017808,ACVD,8.48E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017809,ACVD,2.02E-05,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017810,ACVD,0.000139403,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017813,ACVD,0.001154459,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017814,ACVD,0.001085177,25
AM17-51,Ruminococcus_B gnavus AM17-51,ERR2017815,ACVD,0.001594611,25
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017411,control,5.46E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017412,control,4.78E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017413,control,4.04E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017414,control,0.000124588,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017415,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017416,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017417,control,1.63E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017418,control,3.05E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017419,control,2.16E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017420,control,1.12E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017421,control,2.50E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017422,control,2.89E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017423,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017424,control,7.49E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017426,control,2.04E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017427,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017428,control,2.93E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017429,control,3.80E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017430,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017431,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017432,control,3.49E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017433,control,1.85E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017434,control,4.19E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017435,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017436,control,2.85E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017437,control,0.000886347,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017438,control,4.13E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017439,control,1.11E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017440,control,1.43E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017441,control,2.80E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017442,control,0.000199294,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017443,control,8.64E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017444,control,5.68E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017445,control,3.71E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017446,control,0.004355467,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017447,control,3.28E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017448,control,3.03E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017449,control,1.44E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017450,control,1.71E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017451,control,5.61E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017452,control,2.32E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017453,control,0.00048333,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017454,control,4.54E-07,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017455,control,0.000285074,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017456,control,4.92E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017457,control,3.72E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017458,control,1.34E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017459,control,6.33E-07,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017460,control,3.33E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017461,control,2.38E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017462,control,1.11E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017463,control,7.92E-07,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017464,control,3.30E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017465,control,6.84E-07,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017466,control,0.00164724,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017467,control,2.57E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017468,control,0.000440938,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017469,control,8.82E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017470,control,1.97E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017471,control,5.92E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017472,control,6.47E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017473,control,0.000178991,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017474,control,6.28E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017475,control,2.87E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017476,control,6.00E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017477,control,1.61E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017478,control,3.14E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017479,control,1.41E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017481,control,6.10E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017482,control,0.000142283,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017483,control,5.47E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017484,control,1.66E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017485,control,6.03E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017486,control,0.000133695,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017487,control,1.47E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017489,control,7.67E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017490,control,8.96E-07,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017491,control,1.10E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017494,control,4.52E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017495,control,4.21E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017499,control,1.12E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017500,control,0.000473101,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017503,control,1.68E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017504,control,4.14E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017506,control,4.22E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017507,control,5.04E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017508,control,5.95E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017510,control,0.000254232,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017512,control,0.001395823,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017513,control,0.000147239,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017514,control,7.20E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017515,control,0.00011113,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017516,control,1.18E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017517,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017518,control,0.000338442,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017519,control,1.73E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017520,control,6.92E-07,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017521,control,7.62E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017522,control,0.000279899,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017523,control,1.84E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017524,control,0.000157165,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017525,control,7.79E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017526,control,5.45E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017527,control,3.09E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017528,control,1.81E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017529,control,4.31E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017530,control,2.07E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017531,control,0.000198621,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017532,control,0.00115295,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017533,control,2.34E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017534,control,1.65E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017535,control,0.000130013,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017536,control,0.000414229,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017537,control,3.53E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017538,control,6.57E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017539,control,6.48E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017540,control,0.000314895,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017541,control,9.88E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017542,control,6.86E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017543,control,0.000110413,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017544,control,7.43E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017545,control,0.000682134,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017546,control,0.000111393,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017547,control,7.99E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017548,control,0.000276401,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017549,control,5.02E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017550,control,2.54E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017551,control,0.000121592,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017552,control,8.36E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017553,control,0.000488175,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017554,control,0.000215222,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017555,control,1.97E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017556,control,1.20E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017557,control,0.000173555,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017558,control,0,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017559,control,4.37E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017560,control,1.66E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017561,control,8.00E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017562,control,5.40E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017563,control,7.49E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017564,control,6.39E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017565,control,6.73E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017566,control,0.000259027,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017567,control,6.89E-06,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017568,control,7.75E-05,26
AM97-06,Faecalimonas phoceensis AM97-06,ERR2017569,control,3.86E-05,26
