Pairs,ANI,16S,group,Pairs,cluster
AF58-2A+29,82.0468,95.643,N,AF58-2A.fna,98
AF60-20pH9A+29,83.2112,95.68,N,AF60-20pH9A.fna,98
AF61-21pH10TA+29,81.1913,95.972,N,AF61-21pH10TA.fna,74
AF64-2-b12A+29,83.1248,93.237,N,AF64-2-b12A.fna,221
AF76-10pH9T+29,80.6162,94.776,N,AF76-10pH9T.fna,73
AF84-09pH9TA+29,81.4847,95.205,N,AF84-09pH9TA.fna,33
AF87-14TA+29,80.8156,94.184,N,AF87-14TA.fna,72
AF98-09+29,81.3264,95.494,N,AF98-09.fna,33
AF98-17+29,80.6857,96.099,N,AF98-17.fna,74
AF98-24+29,97.4485,99.074,N,AF98-24.fna,2
AF98-36+29,81.4401,94.715,N,AF98-36.fna,327
AF98-51+29,87.8815,97.171,N,AF98-51.fna,345
AF99-08+29,81.4659,95.939,N,AF99-08.fna,74
AF99-42+29,81.5549,94.854,N,AF99-42.fna,98
BF3HA18002+29,80.5278,95.632,N,BF3HA18002.fna,3
AM07-21+29,88.1526,97.566,N,AM07-21.fna,345
AM100_B1_2A+29,97.0432,99.77,N,AM100_B1_2A.fna,2
AM100_B18A+29,97.0236,99.77,N,AM100_B18A.fna,2
AM100-PB1-1D-29A+29,97.0264,98.911,N,AM100-PB1-1D-29A.fna,2
AM10-47+29,81.9027,93.944,N,AM10-47.fna,280
AM12-48+29,97.5386,99.188,N,AM12-48.fna,2
AM18-15+29,96.9789,99.096,N,AM18-15.fna,2
AM18-2AC+29,81.2079,95.899,N,AM18-2AC.fna,33
AM18-44+29,96.833,97.852,N,AM18-44.fna,2
AM22-13+29,88.4787,97.983,N,AM22-13.fna,345
AM22-9LB+29,80.8009,95.381,N,AM22-9LB.fna,33
AM23-1+29,81.9437,95.903,N,AM23-1.fna,74
AM23-1AC+29,82.0492,96.716,N,AM23-1AC.fna,74
AM23-1LB+29,97.2012,98.411,N,AM23-1LB.fna,2
AM23-4+29,82.0425,96.624,N,AM23-4.fna,74
AM26-12LB+29,82.7702,95.215,N,AM26-12LB.fna,74
AM27-16+29,96.7386,97.498,N,AM27-16.fna,2
AM27-32LB+29,82.1151,94.939,N,AM27-32LB.fna,33
AM27-34+29,82.0743,95.324,N,AM27-34.fna,33
AM28-23+29,82.5965,95.132,N,AM28-23.fna,98
AM28-41+29,88.8439,97.899,N,AM28-41.fna,345
AM29-12LB+29,96.7597,98.887,N,AM29-12LB.fna,2
AM29-25AC+29,82.9147,95.413,N,AM29-25AC.fna,33
AM29-26+29,88.4534,97.321,N,AM29-26.fna,345
AM30-15AC+29,88.305,97.637,N,AM30-15AC.fna,345
AM32-10AC+29,81.7439,95.063,N,AM32-10AC.fna,98
AM32-17LB+29,96.6865,99.064,N,AM32-17LB.fna,2
AM34-12+29,81.3458,95.344,N,AM34-12.fna,33
AM34-9LB+29,97.1728,99.353,N,AM34-9LB.fna,2
AM36-17+29,97.2559,98.395,N,AM36-17.fna,2
AM36-2AA+29,80.5877,95,N,AM36-2AA.fna,73
AM36-5+29,80.4349,94.899,N,AM36-5.fna,73
AM37-4AC+29,80.8581,95.413,N,AM37-4AC.fna,33
AM39-5AC+29,80.7983,94.841,N,AM39-5AC.fna,33
AM40-10AC+29,96.6108,99.665,N,AM40-10AC.fna,2
AM41-10BH+29,80.4998,96.13,N,AM41-10BH.fna,73
AM41-5+29,81.0446,96.331,N,AM41-5.fna,33
AM42-10AC+29,97.4604,98.887,N,AM42-10AC.fna,2
AM42-11+29,80.7769,95.753,N,AM42-11.fna,3
AM43-41+29,81.3986,95.68,N,AM43-41.fna,98
AM44-9AT+29,96.8562,99.275,N,AM44-9AT.fna,2
AM45-2+29,96.6278,99.501,N,AM45-2.fna,2
AM45-9BH+29,96.6818,99.586,N,AM45-9BH.fna,2
AM46-18+29,96.4641,99.501,N,AM46-18.fna,2
AM50-15BH+29,97.274,98.768,N,AM50-15BH.fna,2
AM54-14NS+29,97.0171,99.391,N,AM54-14NS.fna,2
AM54-7NE+29,81.5888,94.962,N,AM54-7NE.fna,33
AM62-4ACA+29,81.0515,96.493,N,AM62-4ACA.fna,74
AM64-3MHA+29,80.9187,94.331,N,AM64-3MHA.fna,73
AM67-5ACA+29,80.8623,95.417,N,AM67-5ACA.fna,73
AM73-4pH9A+29,80.8469,94.993,N,AM73-4pH9A.fna,98
AM75-20pH9TA+29,81.3941,94.236,N,AM75-20pH9TA.fna,378
AM97-05+29,88.4193,97.984,N,AM97-05.fna,345
AM97-23+29,82.5072,95.707,N,AM97-23.fna,74
AM97-71+29,81.2822,96.181,N,AM97-71.fna,74
LG100-20+29,81.9144,96.736,N,LG100-20.fna,74
OF02-6+29,81.8927,96.847,N,OF02-6.fna,74
OF03-14+29,81.6908,95.899,N,OF03-14.fna,33
OF03-6AA+29,80.7511,95.399,N,OF03-6AA.fna,73
OF15-11BHA+29,88.4597,97.157,N,OF15-11BHA.fna,345
OF24-11pH9A+29,81.2719,94.858,N,OF24-11pH9A.fna,327
OF30-10pH10A+29,88.771,97.707,N,OF30-10pH10A.fna,345
OM02-16LB+29,97.1057,98.261,N,OM02-16LB.fna,2
OM03-6+29,81.4628,96.562,N,OM03-6.fna,33
OM04-13BH+29,80.6423,94.31,N,OM04-13BH.fna,280
OM05-7+29,97.0915,98.416,N,OM05-7.fna,2
OM06-11AA+29,82.229,95.208,N,OM06-11AA.fna,33
OM07-19+29,81.2121,95.691,N,OM07-19.fna,72
OM08-7+29,88.3351,97.985,N,OM08-7.fna,345
OM08-9BH+29,81.5846,95.923,N,OM08-9BH.fna,73
OM14-6A+29,81.0272,95.136,N,OM14-6A.fna,248
TF06-18-r+29,82.9379,93.512,N,TF06-18-r.fna,221
TF09-10AC+29,81.9421,95.344,N,TF09-10AC.fna,33
TF11-2AC+29,97.2254,98.818,N,TF11-2AC.fna,2
TM09-13AC+29,82.1327,95.274,N,TM09-13AC.fna,33
TM09-4+29,97.2131,99.854,N,TM09-4.fna,2
TM10-9AT+29,88.3332,97.985,N,TM10-9AT.fna,345
AF21-42+29,86.5687,97.694,N,AF21-42.fna,245
1095771.3+29,87.0755,97.334,N,1095771.3.fna,1
11861_6_57+29,97.361,98.295,N,11861_6_57.fna,2
11861_6_58+29,81.5572,95.455,N,11861_6_58.fna,3
12718_7_36+29,79.1822,94.433,N,12718_7_36.fna,15
12718_7_63+29,79.011,94.433,N,12718_7_63.fna,15
13414_6_65+29,81.9991,95.205,N,13414_6_65.fna,33
13414_6_66+29,81.2941,94.506,N,13414_6_66.fna,34
14207_7_33+29,82.4496,96.078,N,14207_7_33.fna,3
18048_1_59+29,97.5254,99.008,N,18048_1_59.fna,2
18048_1_72+29,81.9512,95.413,N,18048_1_72.fna,33
18048_2_59+29,97.5276,99.717,N,18048_2_59.fna,2
18048_2_60+29,81.7975,91.859,N,18048_2_60.fna,4
18048_2_72+29,81.8597,95.319,N,18048_2_72.fna,33
18048_2_88+29,80.2097,95.628,N,18048_2_88.fna,57
18391_1_1+29,97.519,99.09,N,18391_1_1.fna,2
20287_6_28+29,81.9034,95.714,N,20287_6_28.fna,59
20287_6_32+29,80.9808,95.205,N,20287_6_32.fna,33
20287_6_36+29,81.5001,95.274,N,20287_6_36.fna,33
20287_6_41+29,80.7846,94.733,N,20287_6_41.fna,33
20287_6_48+29,81.9579,95.714,N,20287_6_48.fna,59
20287_6_49+29,81.1276,94.733,N,20287_6_49.fna,33
20287_6_55+29,81.7158,94.441,N,20287_6_55.fna,59
20287_6_56+29,80.7557,95.205,N,20287_6_56.fna,33
20287_6_62+29,81.8727,94.441,N,20287_6_62.fna,59
20287_6_72+29,81.1708,95.948,N,20287_6_72.fna,3
20287_6_76+29,80.9679,96.481,N,20287_6_76.fna,33
20287_6_91+29,79.1327,94.433,N,20287_6_91.fna,15
20298_3_81+29,79.1213,94.313,N,20298_3_81.fna,15
20427_4_28+29,79.0969,94.313,N,20427_4_28.fna,15
21673_4_19+29,81.4122,95.344,N,21673_4_19.fna,72
21673_4_31+29,80.9782,95.274,N,21673_4_31.fna,33
21673_4_38+29,80.7412,95.414,N,21673_4_38.fna,73
21673_4_53+29,81.1114,95.423,N,21673_4_53.fna,74
21673_4_60+29,81.3821,94.924,N,21673_4_60.fna,34
21673_4_81+29,81.1406,95.278,N,21673_4_81.fna,3
457412.4+29,97.59,98.957,N,457412.4.fna,2
657323.3+29,81.3936,96.498,N,657323.3.fna,74
GCA_000153905+29,81.1978,95.274,N,GCA_000153905.fna,33
GCA_000210015+29,82.496,94.648,N,GCA_000210015.fna,98
GCA_000466565+29,81.2732,97.022,N,GCA_000466565.fna,74
GCA_001404455+29,97.3764,99.351,N,GCA_001404455.fna,2
GCA_001404535+29,80.8616,96.296,N,GCA_001404535.fna,33
GCA_001404735+29,97.3924,98.616,N,GCA_001404735.fna,2
GCA_001404755+29,97.3913,99.673,N,GCA_001404755.fna,2
GCA_001404775+29,97.5282,99.018,N,GCA_001404775.fna,2
GCA_001405215+29,82.1073,95.344,N,GCA_001405215.fna,33
GCA_001405455+29,97.683,99.432,N,GCA_001405455.fna,2
GCA_001487165+29,82.4917,95.278,N,GCA_001487165.fna,74
GCA_003324155+29,81.0657,95.139,N,GCA_003324155.fna,74
GCA_004167315+29,81.7682,96.066,N,GCA_004167315.fna,74
GCA_004167815+29,81.1381,95.968,N,GCA_004167815.fna,33
GCA_005844445+29,81.87,94.101,N,GCA_005844445.fna,15
GCA_005845175+29,81.2808,95.413,N,GCA_005845175.fna,33
GCA_005848555+29,82.0165,95.764,N,GCA_005848555.fna,74
GCA_009707925+29,86.5172,96.941,N,GCA_009707925.fna,245
GCA_009718305+29,82.8293,91.859,N,GCA_009718305.fna,4
GCA_009876855+29,82.4235,96.597,N,GCA_009876855.fna,74
GCA_009876865+29,97.4369,99.784,N,GCA_009876865.fna,2
GCA_009876875+29,82.2523,95.872,N,GCA_009876875.fna,74
GCA_009876885+29,81.7946,96.066,N,GCA_009876885.fna,74
GCA_009876905+29,81.5499,95.909,N,GCA_009876905.fna,74
GCA_009881235+29,97.3877,98.957,N,GCA_009881235.fna,2
GCA_009881255+29,97.4565,99.495,N,GCA_009881255.fna,2
GCA_009881295+29,97.4077,99.495,N,GCA_009881295.fna,2
GCA_009881335+29,97.4149,99.495,N,GCA_009881335.fna,2
GCA_009881345+29,97.4443,99.856,N,GCA_009881345.fna,2
GCA_009881365+29,97.4125,99.495,N,GCA_009881365.fna,2
GCA_009881395+29,97.52,97.856,N,GCA_009881395.fna,2
GCA_009881405+29,97.5259,99.733,N,GCA_009881405.fna,2
GCA_009881425+29,97.4114,99.423,N,GCA_009881425.fna,2
GCA_009881435+29,97.4177,99.495,N,GCA_009881435.fna,2
GCA_009881475+29,97.3761,99.712,N,GCA_009881475.fna,2
GCA_009881535+29,97.3532,99.784,N,GCA_009881535.fna,2
GCA_009882995+29,97.4162,99.784,N,GCA_009882995.fna,2
GCA_009883035+29,97.4013,99.712,N,GCA_009883035.fna,2
GCA_009883045+29,97.5054,98.679,N,GCA_009883045.fna,2
GCA_009883055+29,80.9769,95.274,N,GCA_009883055.fna,248
GCA_009883065+29,81.1641,95.274,N,GCA_009883065.fna,33
GCA_009883115+29,97.4051,99.784,N,GCA_009883115.fna,2
GCA_013299555+29,97.6662,99.432,N,GCA_013299555.fna,2
GCA_013299585+29,81.8415,95.274,N,GCA_013299585.fna,33
GCA_013299815+29,97.0058,98.887,N,GCA_013299815.fna,2
GCA_013299975+29,97.4769,98.818,N,GCA_013299975.fna,2
GCA_013299995+29,97.7965,97.844,N,GCA_013299995.fna,2
GCA_013300045+29,97.6902,97.427,N,GCA_013300045.fna,2
GCA_013300155+29,80.65,95.144,N,GCA_013300155.fna,3
GCA_013300455+29,97.6688,99.432,N,GCA_013300455.fna,2
GCA_013300825+29,94.43,99.351,ANIl,GCA_013300825.fna,258
GCA_013300845+29,81.0882,94.975,N,GCA_013300845.fna,3
GCA_013300855+29,94.3484,99.332,ANIl,GCA_013300855.fna,258
GCA_013301625+29,97.0783,98.818,N,GCA_013301625.fna,2
GCA_013301645+29,96.9574,99.822,N,GCA_013301645.fna,2
GCA_013301655+29,97.1384,99.7,N,GCA_013301655.fna,2
GCA_013301675+29,97.0632,98.263,N,GCA_013301675.fna,2
GCA_013301695+29,97.0332,98.818,N,GCA_013301695.fna,2
GCA_013301725+29,97.0527,98.818,N,GCA_013301725.fna,2
GCA_013301745+29,96.9507,99.147,N,GCA_013301745.fna,2
GCA_013301765+29,97.0321,98.818,N,GCA_013301765.fna,2
GCA_013301775+29,96.965,98.818,N,GCA_013301775.fna,2
GCA_013301805+29,81.7149,96.667,N,GCA_013301805.fna,74
GCA_013301825+29,97.045,98.818,N,GCA_013301825.fna,2
GCA_013301845+29,97.4944,98.887,N,GCA_013301845.fna,2
GCA_013301855+29,96.9959,98.818,N,GCA_013301855.fna,2
GCA_013301875+29,97.2665,98.828,N,GCA_013301875.fna,2
GCA_013301885+29,97.2062,99.74,N,GCA_013301885.fna,2
GCA_013301925+29,97.4281,98.887,N,GCA_013301925.fna,2
GCA_013301935+29,97.6345,99.432,N,GCA_013301935.fna,2
GCA_013301945+29,97.6841,99.721,N,GCA_013301945.fna,2
GCA_013301975+29,88.4454,97.208,N,GCA_013301975.fna,1
GCA_013301985+29,97.6168,99.235,N,GCA_013301985.fna,2
GCA_013302025+29,97.5072,99.221,N,GCA_013302025.fna,2
GCA_013302035+29,97.8591,99.374,N,GCA_013302035.fna,2
GCA_013302045+29,97.8282,99.833,N,GCA_013302045.fna,2
GCA_013302085+29,97.5467,99.444,N,GCA_013302085.fna,2
GCA_013302095+29,97.7235,99.513,N,GCA_013302095.fna,2
GCA_013302125+29,97.801,99.721,N,GCA_013302125.fna,2
GCA_013302135+29,97.8176,99.833,N,GCA_013302135.fna,2
GCA_013302195+29,81.4775,95.896,N,GCA_013302195.fna,33
GCA_013302215+29,81.4998,95.896,N,GCA_013302215.fna,33
GCA_013302245+29,80.5079,95.761,N,GCA_013302245.fna,72
GCA_013302255+29,81.8412,96.039,N,GCA_013302255.fna,72
GCA_013302285+29,80.5646,95.795,N,GCA_013302285.fna,74
GCA_013302295+29,80.844,95.83,N,GCA_013302295.fna,259
GCA_013302305+29,82.3589,96.513,N,GCA_013302305.fna,74
GCA_013302345+29,81.9969,95.153,N,GCA_013302345.fna,3
GCA_013302375+29,82.4476,95.148,N,GCA_013302375.fna,3
GCA_013302405+29,80.0487,93.759,N,GCA_013302405.fna,15
GCA_013302415+29,81.4508,95.647,N,GCA_013302415.fna,3
GCA_013304315+29,81.5392,95.413,N,GCA_013304315.fna,33
GCA_013304385+29,81.8024,95.136,N,GCA_013304385.fna,260
GCA_013304405+29,97.4585,98.818,N,GCA_013304405.fna,2
GCA_013304415+29,81.4162,96.381,N,GCA_013304415.fna,74
GCA_013304465+29,81.9532,95.274,N,GCA_013304465.fna,248
GCA_013304475+29,80.6561,96.138,N,GCA_013304475.fna,3
GCA_013304525+29,81.0243,95.274,N,GCA_013304525.fna,33
GCA_013304535+29,97.5414,99.769,N,GCA_013304535.fna,2
GCA_013304625+29,97.8085,98.698,N,GCA_013304625.fna,2
GCA_013304685+29,97.6894,97.766,N,GCA_013304685.fna,2
GCA_013304735+29,80.7651,95.764,N,GCA_013304735.fna,57
GCA_013304785+29,97.39,98.698,N,GCA_013304785.fna,2
GCA_013304825+29,80.9434,96.299,N,GCA_013304825.fna,259
GCA_013304845+29,81.3413,96.378,N,GCA_013304845.fna,259
GCA_013304855+29,97.5676,98.698,N,GCA_013304855.fna,2
GCA_013304875+29,81.1905,96.378,N,GCA_013304875.fna,259
GCA_013304885+29,81.8797,96.066,N,GCA_013304885.fna,259
GCA_013304925+29,80.9001,96.378,N,GCA_013304925.fna,259
GCA_013304935+29,81.7987,96.142,N,GCA_013304935.fna,259
GCA_013304975+29,81.0355,95.486,N,GCA_013304975.fna,74
GCA_013305005+29,80.5629,95.347,N,GCA_013305005.fna,74
GCA_013305025+29,81.7752,96.926,N,GCA_013305025.fna,74
GCA_013305035+29,82.0542,95.515,N,GCA_013305035.fna,74
GCA_013305045+29,80.6003,96.7,N,GCA_013305045.fna,74
GCA_013305055+29,80.8971,96.319,N,GCA_013305055.fna,74
GCA_013305105+29,80.9965,94.931,N,GCA_013305105.fna,57
GCA_013305115+29,81.4675,94.865,N,GCA_013305115.fna,59
GCA_013305155+29,80.4111,95.486,N,GCA_013305155.fna,74
GCA_013305165+29,80.6649,95.486,N,GCA_013305165.fna,74
GCA_013317245+29,80.608,95.967,N,GCA_013317245.fna,73
GCA_013317255+29,80.3042,95.628,N,GCA_013317255.fna,57
GCA_014269345+29,82.0947,96.461,N,GCA_014269345.fna,74
GCA_014297245+29,87.4582,97.118,N,GCA_014297245.fna,1
GCA_014297355+29,80.378,95.749,N,GCA_014297355.fna,98
GCA_014385375+29,82.5678,95.263,N,GCA_014385375.fna,3
GCA_014385405+29,80.7287,94.802,N,GCA_014385405.fna,280
GCA_015549355+29,97.4877,98.887,N,GCA_015549355.fna,2
GCA_015549855+29,80.4646,95.867,N,GCA_015549855.fna,74
GCA_015550855+29,97.7785,98.928,N,GCA_015550855.fna,2
GCA_015550985+29,97.7362,99.495,N,GCA_015550985.fna,2
GCA_015551045+29,97.5917,99.305,N,GCA_015551045.fna,2
GCA_015552855+29,97.7895,99.374,N,GCA_015552855.fna,2
GCA_015554555+29,97.3232,99.423,N,GCA_015554555.fna,2
GCA_015556425+29,94.1991,99.305,ANIl,GCA_015556425.fna,258
GCA_015558505+29,83.51,91.295,N,GCA_015558505.fna,40
GCA_015560005+29,81.7857,94.993,N,GCA_015560005.fna,98
GCA_015560815+29,80.8325,95.625,N,GCA_015560815.fna,74
GCA_015561285+29,97.6847,98.887,N,GCA_015561285.fna,2
GCA_015667435+29,81.0495,95.136,N,GCA_015667435.fna,33
GCA_015667495+29,97.2239,98.342,N,GCA_015667495.fna,2
GCA_015667985+29,97.4387,99.495,N,GCA_015667985.fna,2
GCA_015668015+29,81.2808,95.413,N,GCA_015668015.fna,33
GCA_015668165+29,96.8206,99.026,N,GCA_015668165.fna,2
GCA_015668375+29,97.5401,99.305,N,GCA_015668375.fna,2
GCA_015669135+29,86.9171,97.911,N,GCA_015669135.fna,245
GCA_015669755+29,97.2472,99.374,N,GCA_015669755.fna,2
GCA_015670615+29,97.5035,99.495,N,GCA_015670615.fna,2
GCA_016908695+29,81.1501,95.279,N,GCA_016908695.fna,3
GCA_018785565+29,80.9304,96.695,N,GCA_018785565.fna,73
GCA_018785605+29,79.9688,96.403,N,GCA_018785605.fna,74
GCA_018785655+29,80.9834,96.719,N,GCA_018785655.fna,57
GCA_900066085+29,81.2188,95.486,N,GCA_900066085.fna,57
GCA_900066145+29,80.7194,95.13,N,GCA_900066145.fna,59
GCA_900066165+29,81.509,94.792,N,GCA_900066165.fna,3
GCA_900066205+29,80.2233,95.628,N,GCA_900066205.fna,57
GCA_900066325+29,80.7529,96.708,N,GCA_900066325.fna,74
GCA_900066335+29,80.9433,95.208,N,GCA_900066335.fna,73
GCA_900066505+29,80.6937,95.066,N,GCA_900066505.fna,260
GCA_900066745+29,82.257,93.309,N,GCA_900066745.fna,221
GCA_900066965+29,81.9095,96.434,N,GCA_900066965.fna,3
GCA_900078295+29,97.2683,98.331,N,GCA_900078295.fna,2
GCA_900120195+29,80.7138,94.715,N,GCA_900120195.fna,327
GCA_900638755+29,81.8163,95.764,N,GCA_900638755.fna,74
GCA_902167525+29,97.4565,98.693,N,GCA_902167525.fna,2
GCA_902167715+29,81.1644,95.607,N,GCA_902167715.fna,74
GCA_902167835+29,80.3419,95.796,N,GCA_902167835.fna,33
GCA_902167945+29,81.139,96.379,N,GCA_902167945.fna,74
GCF_000159975+29,97.576,99.305,N,GCF_000159975.fna,2
IMG_650377968+29,81.3936,96.498,N,IMG_650377968.fna,74
GCA_000156015+30,99.9999,99.934,A,GCA_000156015.fna,84
GCA_000424565+31,85.5108,99.223,ANIl,GCA_000424565.fna,123
GCA_003175155+31,85.9048,98.578,N,GCA_003175155.fna,123
GCA_900129945+31,100,99.838,A,GCA_900129945.fna,329
GCA_000145035+32,80.2107,96.416,N,GCA_000145035.fna,82
GCA_000420865+32,79.624,97.582,N,GCA_000420865.fna,119
GCA_000421405+32,79.4215,97.283,N,GCA_000421405.fna,126
GCA_000423965+32,79.6546,97.582,N,GCA_000423965.fna,126
GCA_000424285+32,78.6916,96.276,N,GCA_000424285.fna,132
GCA_000424525+32,79.5114,94.245,N,GCA_000424525.fna,126
GCA_000621465+32,80.0008,97.547,N,GCA_000621465.fna,82
GCA_000621565+32,79.5281,98.704,ANIl,GCA_000621565.fna,148
GCA_000621605+32,79.7587,97.615,N,GCA_000621605.fna,149
GCA_000622085+32,80.3387,96.549,N,GCA_000622085.fna,155
GCA_000686065+32,79.4063,98.647,N,GCA_000686065.fna,140
GCA_001858005+32,97.3942,98.514,N,GCA_001858005.fna,194
GCA_003625475+32,79.6015,97.701,N,GCA_003625475.fna,228
GCA_003625485+32,79.8128,96.346,N,GCA_003625485.fna,229
GCA_003625505+32,79.6053,97.634,N,GCA_003625505.fna,230
GCA_900101605+32,79.9447,98.17,N,GCA_900101605.fna,304
GCA_900102515+32,80.2623,96.906,N,GCA_900102515.fna,141
GCA_900103635+32,93.422,98.717,ANIl,GCA_900103635.fna,308
GCA_900108105+32,80.7349,97.052,N,GCA_900108105.fna,313
GCA_900112195+32,79.4752,97.061,N,GCA_900112195.fna,317
GCA_900116865+32,79.414,98.579,N,GCA_900116865.fna,326
GCA_900116875+32,79.3363,98.009,N,GCA_900116875.fna,230
GCA_900129945+32,78.7144,95.004,N,GCA_900129945.fna,329
GCA_900143205+32,100,99.099,N,GCA_900143205.fna,194
GCA_000145035+33,100,99.408,A,GCA_000145035.fna,82
GCA_000420865+33,80.2309,97.706,N,GCA_000420865.fna,119
GCA_000421405+33,79.9619,97.229,N,GCA_000421405.fna,126
GCA_000423965+33,79.8118,97.706,N,GCA_000423965.fna,126
GCA_000424525+33,79.9732,94.196,N,GCA_000424525.fna,126
GCA_000621465+33,97.35,99.417,A,GCA_000621465.fna,82
GCA_000621565+33,79.5046,96.697,N,GCA_000621565.fna,148
GCA_000621605+33,80.8973,97.258,N,GCA_000621605.fna,149
GCA_000622085+33,80.6985,97.235,N,GCA_000622085.fna,155
GCA_000686065+33,79.8589,95.858,N,GCA_000686065.fna,140
GCA_001858005+33,80.5627,96.321,N,GCA_001858005.fna,194
GCA_003625475+33,79.1345,96.781,N,GCA_003625475.fna,228
GCA_003625485+33,79.5192,95.987,N,GCA_003625485.fna,229
GCA_003625505+33,79.3953,96.513,N,GCA_003625505.fna,230
GCA_900101605+33,79.3545,95.5,N,GCA_900101605.fna,304
GCA_900102515+33,81.6488,97.736,N,GCA_900102515.fna,141
GCA_900103635+33,80.1406,96.239,N,GCA_900103635.fna,308
GCA_900108105+33,80.3347,95.011,N,GCA_900108105.fna,313
GCA_900112195+33,81.0856,96.445,N,GCA_900112195.fna,317
GCA_900116865+33,78.9167,95.924,N,GCA_900116865.fna,326
GCA_900116875+33,79.2438,97.036,N,GCA_900116875.fna,230
GCA_900143205+33,80.1369,96.47,N,GCA_900143205.fna,194
20298_3_59+34,77.5511,96.289,N,20298_3_59.fna,65
GCA_000160035+35,100,99.387,A,GCA_000160035.fna,86
GCA_000178835+36,100,96.935,16Sl,GCA_000178835.fna,91
GCA_001311925+36,78.6779,94.524,N,GCA_001311925.fna,184
GCA_002735925+36,79.0081,94.444,N,GCA_002735925.fna,216
GCA_003990395+36,97.4337,97.331,16Sl,GCA_003990395.fna,91
GCA_000178835+37,79.0034,94.619,N,GCA_000178835.fna,91
GCA_001311925+37,100,99.735,A,GCA_001311925.fna,184
GCA_003990395+37,79.0768,95.056,N,GCA_003990395.fna,91
AF05-27+38,81.3935,94.866,N,AF05-27.fna,22
AF05-5+38,81.3747,94.307,N,AF05-5.fna,22
AF07-16B+38,83.4667,92.88,N,AF07-16B.fna,221
HF3HA17001+38,81.4458,94.585,N,HF3HA17001.fna,136
GF3HA05001B+38,97.3346,99.841,N,GF3HA05001B.fna,40
AF12-11+38,83.5012,94.918,N,AF12-11.fna,41
AF12-5+38,80.5691,95.127,N,AF12-5.fna,4
AF14-10+38,82.5457,92.52,N,AF14-10.fna,225
AF16-31+38,97.2824,99.587,N,AF16-31.fna,40
AF17-8AC+38,81.0749,94.749,N,AF17-8AC.fna,136
AF18-12LB+38,97.5043,98.031,N,AF18-12LB.fna,40
AF19-13+38,83.4518,94.918,N,AF19-13.fna,41
AF19-4AC+38,83.5024,95.152,N,AF19-4AC.fna,41
AF19-4LB+38,80.2645,95.264,N,AF19-4LB.fna,4
AF21-25+38,81.8267,94.986,N,AF21-25.fna,41
AF24-16+38,82.6734,96.107,N,AF24-16.fna,4
AF24-7LB+38,81.962,94.643,N,AF24-7LB.fna,272
AF25-13+38,81.0387,95.199,N,AF25-13.fna,4
AF25-17+38,82.8629,95.757,N,AF25-17.fna,4
AF25-3LB+38,82.5289,95.757,N,AF25-3LB.fna,4
AF27-11AA+38,80.3539,95.196,N,AF27-11AA.fna,4
AF27-12AA+38,79.9335,95.196,N,AF27-12AA.fna,4
AF27-3+38,79.8479,95.333,N,AF27-3.fna,4
AF31-13BH+38,83.1089,95.075,N,AF31-13BH.fna,41
AF31-14BH+38,80.1385,95.202,N,AF31-14BH.fna,4
AF32-2AC+38,80.5947,95.267,N,AF32-2AC.fna,4
AF33-12+38,82.1628,95.218,N,AF33-12.fna,102
AF36-1BH+38,82.6026,94.918,N,AF36-1BH.fna,41
AF42-21+38,82.0858,94.804,N,AF42-21.fna,41
AF51-11b1+38,98.1813,99.381,N,AF51-11b1.fna,40
AF58-8b12A+38,84.0892,92.387,N,AF58-8b12A.fna,221
AF98-49+38,80.4637,94.582,N,AF98-49.fna,136
AF99-31+38,83.3153,94.986,N,AF99-31.fna,41
AF99-45+38,98.2148,99.492,N,AF99-45.fna,40
AM09-18-1+38,80.6902,95.264,N,AM09-18-1.fna,4
AM09-20-2+38,81.132,95.567,N,AM09-20-2.fna,368
AM09-9+38,79.8256,94.911,N,AM09-9.fna,368
AM100_B19A+38,97.4259,99.922,N,AM100_B19A.fna,40
AM100-PB-1D-34A+38,82.5,94.643,N,AM100-PB-1D-34A.fna,272
AM10-31+38,81.9971,94.643,N,AM10-31.fna,272
SF3HA21011B+38,80.984,95.57,N,SF3HA21011B.fna,4
AM11-12B+38,80.4469,94.866,N,AM11-12B.fna,22
AM11-30B+38,97.2172,99.71,N,AM11-30B.fna,40
AM13-35+38,79.9705,94.643,N,AM13-35.fna,272
AM16-16B+38,83.8651,92.846,N,AM16-16B.fna,221
AM16-34+38,81.1583,95.264,N,AM16-34.fna,4
AM22-12LB+38,97.0995,99.518,N,AM22-12LB.fna,40
AM22-13AC+38,80.4617,94.307,N,AM22-13AC.fna,22
AM22-14LB+38,80.2186,95.264,N,AM22-14LB.fna,4
AM22-15LB+38,80.6392,94.307,N,AM22-15LB.fna,22
AM22-22+38,81.0445,94.863,N,AM22-22.fna,136
AM23-13+38,82.7109,94.65,N,AM23-13.fna,136
AM23-1LB+38,83.8091,89.773,N,AM23-1LB.fna,2
AM23-3+38,97.2916,99.105,N,AM23-3.fna,40
AM23-7AC+38,82.8399,95.207,N,AM23-7AC.fna,41
AM25-13AC+38,80.89,95.743,N,AM25-13AC.fna,368
AM25-1LB+38,80.8275,94.911,N,AM25-1LB.fna,368
AM25-24+38,80.7059,95.879,N,AM25-24.fna,368
AM27-11LB+38,80.9436,95.643,N,AM27-11LB.fna,4
AM27-27+38,80.9108,95.264,N,AM27-27.fna,4
AM27-9LB+38,80.6296,95.643,N,AM27-9LB.fna,4
