genome,species,sample,group,abundance,rank
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMA26AZ_TR,UC,2.64E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMA26EJ,UC,6.44E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMA26EN,UC,0.000201489,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMA26ER,UC,0.000497022,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMA26EZ,UC,7.93E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMAPC55,UC,0.00010347,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMAPC57,UC,4.29E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMAPC5B,UC,3.69E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMAPC64,UC,0.000238947,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMAPC66,UC,0.000124641,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,MSMB4LZP,UC,7.17E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBSE,UC,6.47E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBSE_P,UC,2.09E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBSG_P,UC,1.29E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBT5,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBT7,UC,8.55E-06,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBTB,UC,7.27E-06,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBVM,UC,3.27E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBVO,UC,0.000163572,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBVQ,UC,1.52E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM6XBVS,UC,0.000176242,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J127,UC,0.000682725,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J12B,UC,0.000631995,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J12F,UC,0.000668658,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J12V,UC,1.39E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J12Z,UC,1.23E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J169,UC,0.000148585,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J16B,UC,6.03E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J16F,UC,0.000169885,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J16H,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1AM,UC,0.000605566,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1AO,UC,5.50E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1AQ,UC,0.000485416,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1AS,UC,7.04E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1AU,UC,0.000203289,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1B7,UC,8.80E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1B9,UC,0.000114337,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1BD,UC,0.000449924,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1BV,UC,5.18E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1BX,UC,3.13E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1C2_P,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSM7J1C4,UC,0.000132384,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMA264K,UC,3.57E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMA264O,UC,5.95E-06,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMA264Q,UC,9.17E-06,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMA264W,UC,1.27E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMA266Y,UC,1.62E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMA2671,UC,2.62E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMA26A1,UC,9.30E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMB4MBI,UC,1.47E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMB4MC1,UC,0.000126619,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,PSMB4MC3,UC,5.49E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6OSOR,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6V2CZ,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6V2DC,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6WJN6,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6WOCE,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6X9X4,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6XJTO,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6XJUD,UC,0.000411936,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6Y2V3,UC,3.48E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6YAZO,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6ZEVI,UC,0.00025931,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6ZKSM,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6ZKSZ,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6ZT3E,UC,0.000831661,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-6ZUHG,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-71WXM,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-73BNC,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-73JXF,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-73JY4,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-74Y8S,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-7CM7N,UC,0.000139649,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-7CRJ8,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-7GYJO,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-9LISD,UC,1.65E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-9VW91,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-A1ZVI,UC,0.000736671,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-A2BG5,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-A3743,UC,0.000113308,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-A9VSD,UC,9.29E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-ADID6,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-AGULX,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-AJDLQ,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-ARMBT,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-AUNQ4,UC,0,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-AZAHH,UC,2.49E-05,11
GCA_900066985,Lachnospiraceae gen. GCA_900066985,SM-CSF6Z,UC,0,11
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM67UH7,control,2.71E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM6J2H9_P,control,0.000454382,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM79HGR_P,control,0.000299962,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM79HGV_P,control,0.000198666,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM79HOV,control,0.000736852,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM79HOX,control,0.000140812,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM79HP2,control,0.000392623,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM79HP6,control,0.000529634,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM7CZ2F_P,control,7.45E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM7KOOJ,control,0.000529174,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM7KOOL,control,0.000387353,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM7KOON,control,0.000324738,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSM7KOOP,control,0.000634219,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSMA8M9R,control,0.000527199,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSMAAEUA,control,0.000412238,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSMAE44D,control,0.000391487,12
AF34-10BH,Acetatifactor sp. AF34-10BH,CSMAHYLR,control,0.000368035,12
AF34-10BH,Acetatifactor sp. AF34-10BH,ESM5GEYU_P,control,3.90E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,ESM5GEZ1_P,control,2.26E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,ESM5GEZ3_P,control,1.84E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,ESM5ME9H_P,control,5.37E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,ESM5MEBP_P,control,9.68E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD57_P,control,5.08E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD59_P,control,5.85E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD5B_P,control,0.000113665,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD5D_P,control,1.24E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD5F_P,control,5.57E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD5Z_P,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD6E_P,control,0.000421007,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD6I_P,control,0.000228247,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD6K_P,control,0.000125198,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD6M,control,0.000588202,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD6O_P,control,0.000172389,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD6Q,control,0.000121349,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD6S_P,control,4.54E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD6U_P,control,4.28E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD82_P,control,0.000106684,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD8A_P,control,3.24E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD8D_P,control,0.00051322,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD8H_P,control,4.98E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD8L_P,control,0.000154617,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD8N_P,control,0.000233879,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM5MD8P_P,control,0.0007321,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VDR_P,control,1.97E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VDT,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VDT_P,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VDX_P,control,2.22E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VEQ,control,4.09E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VEW,control,2.42E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VFX,control,9.22E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VFX_P,control,7.79E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VG2_P,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VG6_P,control,1.93E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VGA_P,control,5.20E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VGE_P,control,0.000141586,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VGI_P,control,8.24E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VGK_TR,control,0.000237724,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VI5,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM67VI7,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRQC_P,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRQS,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRQY,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRSX_P,control,7.18E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRSZ_P,control,4.60E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRT2_P,control,1.10E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRT4_P,control,0.000109009,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRT6_P,control,8.03E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRTA_P,control,0.000170935,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRTC_P,control,8.70E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRTE_P,control,5.05E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRTG,control,0.000512145,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRTG_P,control,0.000299942,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRUR,control,0.000208611,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRVA,control,1.46E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM6XRVC_TR,control,0.000141088,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYXE,control,3.93E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYXG,control,3.09E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYXI,control,5.68E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYXO,control,6.02E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYYF,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYYH,control,1.68E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYYP,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYYR_P,control,8.78E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYYV_P,control,0.000824313,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYZL,control,0.000106758,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CYZR,control,5.52E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ16,control,0.000104234,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ18,control,0.000141746,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ1C,control,2.01E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ1E,control,9.96E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ1G,control,0.000583762,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ24,control,9.02E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ26,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ28,control,4.34E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ2A,control,8.23E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ2E,control,2.79E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ2H,control,8.97E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ2J_P,control,7.07E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7CZ2L_P,control,2.15E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4G8,control,6.13E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4HA,control,1.20E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4HE,control,1.70E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4HG,control,6.81E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4HI,control,0.000198038,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4HK,control,3.35E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4HW,control,8.89E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4HY,control,3.49E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4I7,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4I9,control,9.08E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4IU,control,2.44E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4IW,control,0.000169243,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4KG,control,0.000682052,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4KI,control,2.95E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4KM,control,3.46E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4KO,control,4.70E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4LF,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4O1,control,3.60E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4O5,control,1.69E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4O7,control,7.58E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4QZ,control,0.000667919,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSM7J4RE,control,7.46E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSMA33J1_P,control,8.24E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSMA33J7,control,1.69E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSMA33J9,control,2.37E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSMA33NY,control,7.34E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSMA33QM,control,4.09E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,HSMA33SE,control,3.19E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2HN,control,6.39E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2JF_P,control,4.43E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2JH_P,control,0.000348701,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2JT,control,1.31E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2K4,control,0.000118675,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2K8,control,0.000323126,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2KA,control,0.000103821,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2LW,control,1.35E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2LY,control,9.63E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2M3_P,control,2.90E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2PO,control,4.34E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2PQ_P,control,4.61E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2PW,control,0.000362603,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2QJ,control,5.42E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2QL,control,0.000143911,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2RK,control,0.000121673,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2RM,control,1.18E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2RQ,control,0.000323769,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2RU,control,7.36E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM6J2SI,control,2.61E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H52_P,control,1.04E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H58,control,3.90E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H5A,control,3.38E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H5M,control,0.001216167,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H5S,control,1.77E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H5U,control,0.000248516,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H6D,control,0.00029008,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H6H,control,0.00039853,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H6J,control,0.000978537,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H6L,control,0.000236501,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H6N,control,0.000160469,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H6Y,control,0.000382287,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H7W,control,0.000304114,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H85,control,6.77E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H89,control,2.23E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H8B,control,9.01E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H8F,control,0,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H8H,control,1.22E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H8J_P,control,0.000100596,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H8N,control,5.90E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H94_P,control,3.97E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79H9C,control,3.54E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HA1,control,0.000133333,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HA7,control,0.000373498,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HBL,control,0.000191404,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HCG,control,1.06E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HCK,control,0.000688411,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HCN_P,control,0.000121318,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HES,control,1.13E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HEW,control,2.59E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM79HFW,control,0.000159861,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZF7,control,9.23E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZFH,control,3.52E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZFJ_P,control,0.000371343,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZFN,control,0.000191842,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZFT,control,0.000155762,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZGS,control,0.001698863,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZGU,control,0.000895396,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZGW,control,0.00057308,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZGY,control,5.72E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZH7,control,0.000397486,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZHL,control,0.001297115,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZHP,control,0.001766657,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZHR,control,4.09E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZHZ,control,1.32E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZL7,control,0.000756319,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZLD,control,0.000769974,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZLF,control,0.000592074,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZLH,control,0.000925011,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZMA_TR,control,0.001151191,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZMC,control,0.000446253,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZME,control,0.000215309,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZMS,control,0.000317153,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZMW,control,0.000633386,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZNH_TR,control,5.25E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZOI,control,1.09E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZOM,control,0.00011873,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZOO,control,7.16E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSM9VZPT,control,0.00013981,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BB,control,0.000480106,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BD,control,0.000214769,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BF,control,0.0006663,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BH,control,0.000251581,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BJ,control,0.000668827,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BL,control,7.68E-06,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BN,control,0.000279743,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BT,control,7.08E-05,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26BV,control,0.001038201,12
AF34-10BH,Acetatifactor sp. AF34-10BH,MSMA26DG,control,8.63E-05,12
