cluster,Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,type
inter,AM35-8,GCA_016902195,27.3,[24.9 - 29.8%],0.1584,0.03,know
inter,AM35-8,GCA_016902345,23.5,[21.2 - 26%],0.186,0,know
inter,AM35-8,GCA_017566055,19.9,[17.7 - 22.3%],0.2214,0,novel
inter,AM35-8,GCA_018141845,24.2,[21.9 - 26.7%],0.1804,0.01,novel
inter,AM35-8,GCA_018228665,31.8,[29.4 - 34.3%],0.1328,0.21,novel
inter,AM35-8,GCA_900070325,22.4,[20.2 - 24.9%],0.1954,0,know
inter,AM35-8,AM46-8,28.1,[25.7 - 30.6%],0.1533,0.04,novel
inter,AM35-8,GCA_015159595,28,[25.6 - 30.5%],0.154,0.04,know
inter,AM35-8,GCA_015999265,20.9,[18.6 - 23.3%],0.2107,0,know
inter,AM35-8,GCA_016586355,22,[19.7 - 24.4%],0.1993,0,know
inter,AM35-8,GCA_016591975,27.2,[24.8 - 29.7%],0.159,0.03,novel
inter,AM35-8,GCA_016899975,20.8,[18.5 - 23.2%],0.2115,0,novel
inter,AM35-8,GCA_016900155,20.4,[18.2 - 22.8%],0.2153,0,know
inter,AM35-8,AM10-47,34.9,[32.4 - 37.4%],0.1187,0.63,know
inter,AM35-8,GCA_014287855,39,[36.5 - 41.5%],0.1029,2.09,novel
inter,AM35-8,GCA_014337195,34,[31.6 - 36.5%],0.1224,0.47,know
inter,AM35-8,GCA_014384995,31.8,[29.4 - 34.3%],0.1328,0.22,know
inter,AM35-8,GCA_014385005,22.7,[20.5 - 25.2%],0.1925,0,know
inter,AM35-8,GCA_900120345,20.8,[18.5 - 23.2%],0.2114,0,know
inter,AM35-8,OF09-33XD,22,[19.7 - 24.4%],0.1993,0,know
inter,AM35-8,OM07-9AC,30.8,[28.4 - 33.3%],0.1378,0.15,know
inter,AM35-8,OM08-29,33,[30.6 - 35.5%],0.1269,0.34,know
inter,AM35-8,AF58-9ACA,34.9,[32.5 - 37.4%],0.1186,0.64,novel
inter,AM35-8,AM16-25,27.3,[25 - 29.8%],0.158,0.03,know
inter,AM35-8,GCA_014218335,26,[23.7 - 28.5%],0.1669,0.02,know
inter,AM35-8,GCA_014218355,23.6,[21.3 - 26%],0.1854,0,know
inter,AM35-8,GCA_014287475,20,[17.7 - 22.4%],0.2203,0,novel
inter,AM35-8,GCA_014287635,34.2,[31.8 - 36.7%],0.1216,0.51,novel
inter,AM35-8,GCA_014290175,34.8,[32.4 - 37.3%],0.1189,0.62,novel
inter,AM35-8,OM07-5,32.6,[30.2 - 35.1%],0.1287,0.29,novel
inter,AM35-8,AM75-12pH9A,30.6,[28.2 - 33.1%],0.1388,0.14,novel
inter,AM35-8,GCA_010206365,24.7,[22.4 - 27.2%],0.1763,0.01,novel
inter,AM35-8,GCA_013300725,35.8,[33.4 - 38.4%],0.1147,0.86,know
inter,AM35-8,GCA_013304385,33.3,[30.9 - 35.8%],0.1256,0.37,novel
inter,AM35-8,GCA_013304885,32.7,[30.3 - 35.2%],0.1283,0.3,know
inter,AM35-8,GCA_014174405,27.8,[25.4 - 30.3%],0.1551,0.04,know
inter,AM35-8,GCA_014202115,27.2,[24.8 - 29.7%],0.1589,0.03,know
inter,AM35-8,GCA_015556425,40,[37.5 - 42.6%],0.0994,2.73,know
inter,AM35-8,GCA_900240315,36.9,[34.4 - 39.4%],0.1106,1.17,know
inter,AM35-8,TF09-12AC,41.7,[39.2 - 44.3%],0.0939,4.1,know
inter,AM35-8,GCA_009911035,21,[18.7 - 23.4%],0.2094,0,novel
inter,AM35-8,GCA_009911155,20.5,[18.2 - 22.9%],0.2148,0,novel
inter,AM35-8,GCA_009911175,23.8,[21.5 - 26.3%],0.1832,0,novel
inter,AM35-8,GCA_009911185,21.3,[19 - 23.7%],0.2062,0,novel
inter,AM35-8,GCA_009911195,18.7,[16.6 - 21.1%],0.2346,0,novel
inter,AM35-8,GCA_010206225,24.5,[22.1 - 26.9%],0.1783,0.01,novel
inter,AM35-8,OM14-6A,40.5,[38.1 - 43.1%],0.0976,3.11,novel
inter,AM35-8,GCA_004793545,21.1,[18.9 - 23.6%],0.2079,0,novel
inter,AM35-8,GCA_004793585,24.9,[22.6 - 27.4%],0.1747,0.01,novel
inter,AM35-8,GCA_005280655,36.9,[34.5 - 39.5%],0.1104,1.19,know
inter,AM35-8,GCA_008935055,30.1,[27.7 - 32.6%],0.1416,0.11,know
inter,AM35-8,GCA_009731425,26.3,[23.9 - 28.8%],0.1649,0.02,novel
inter,AM35-8,GCA_009830285,23,[20.7 - 25.5%],0.1902,0,know
inter,AM35-8,GCA_015669135,34.6,[32.2 - 37.1%],0.1199,0.58,know
inter,AM35-8,AM29-6AC,43,[40.4 - 45.5%],0.0901,5.41,know
inter,AM35-8,GCA_003625485,22.1,[19.8 - 24.5%],0.1988,0,novel
inter,AM35-8,GCA_017565785,25,[22.7 - 27.5%],0.1739,0.01,novel
inter,AM35-8,GCA_000145035,24.8,[22.5 - 27.3%],0.1757,0.01,know
inter,AM35-8,GCA_000146185,31.7,[29.3 - 34.3%],0.133,0.21,know
inter,AM35-8,GCA_000156015,36.9,[34.4 - 39.4%],0.1107,1.16,know
inter,AM35-8,GCA_000157975,26.2,[23.8 - 28.6%],0.1658,0.02,know
inter,AM35-8,GCA_000160035,20.8,[18.6 - 23.2%],0.211,0,know
inter,AM35-8,GCA_000160115,28.7,[26.3 - 31.2%],0.1498,0.06,know
inter,AM35-8,GCA_000173815,22,[19.7 - 24.4%],0.1995,0,know
inter,AM35-8,GCA_000469565,22.1,[19.8 - 24.5%],0.1987,0,novel
inter,AM35-8,GCA_014202695,19.5,[17.3 - 21.9%],0.2257,0,know
inter,AM35-8,8080_1_93,24.3,[22 - 26.8%],0.1793,0.01,novel
inter,AM35-8,AM45-5,33.5,[31.1 - 36%],0.1246,0.4,novel
inter,AM35-8,GCA_000018685,28.2,[25.8 - 30.7%],0.1525,0.05,know
inter,AM35-8,GCA_000156035,34.3,[31.9 - 36.8%],0.1211,0.53,know
inter,AM35-8,GCA_015558055,36.4,[34 - 39%],0.1123,1.03,know
inter,AM35-8,GCA_015560815,23.5,[21.2 - 26%],0.1859,0,know
inter,AM35-8,GCA_016906045,20.5,[18.3 - 22.9%],0.2143,0,know
inter,AM35-8,GCF_000159055,27.9,[25.6 - 30.4%],0.1541,0.04,know
inter,AM35-8,OM08-9BH,32.3,[29.8 - 34.8%],0.1306,0.26,novel
inter,AM35-8,20298_3_59,27.1,[24.7 - 29.5%],0.1598,0.03,novel
inter,AM35-8,20298_3_65,26.9,[24.6 - 29.4%],0.1605,0.03,know
inter,AM35-8,20427_4_25,36.4,[33.9 - 38.9%],0.1126,1.01,novel
inter,AM35-8,21673_4_12,24.2,[21.9 - 26.7%],0.1803,0.01,novel
inter,AM35-8,2067550.5,21.8,[19.5 - 24.2%],0.2012,0,novel
inter,AM35-8,GCA_900240245,26.6,[24.3 - 29.1%],0.1627,0.02,know
inter,AM35-8,IMG_2756170274,25.2,[22.9 - 27.7%],0.1727,0.01,know
inter,AM35-8,OF01-4LB,29.2,[26.9 - 31.7%],0.1464,0.08,novel
inter,AM35-8,OM07-19,37.3,[34.9 - 39.8%],0.1089,1.33,novel
inter,AM35-8,18048_1_85,28.8,[26.4 - 31.3%],0.149,0.06,novel
inter,AM35-8,20287_6_63,25.3,[23 - 27.8%],0.172,0.01,novel
inter,AM35-8,20287_6_88,32.6,[30.2 - 35.1%],0.1288,0.29,know
inter,AM35-8,20298_3_34,23.7,[21.4 - 26.2%],0.1844,0,novel
inter,AM35-8,AF31-8BH,30.7,[28.3 - 33.2%],0.1382,0.14,novel
inter,AM35-8,AM23-16LB,39.7,[37.2 - 42.3%],0.1004,2.53,novel
inter,AM35-8,GCA_001405395,40.2,[37.7 - 42.7%],0.0989,2.83,know
inter,AM35-8,GCA_013302155,40.7,[38.2 - 43.2%],0.0972,3.2,novel
inter,AM35-8,GCA_013304735,30.9,[28.5 - 33.4%],0.1374,0.15,novel
inter,AM35-8,TM14-13A,32.2,[29.8 - 34.7%],0.1308,0.25,know
inter,AM35-8,14207_7_42,21.3,[19 - 23.7%],0.2062,0,know
inter,AM35-8,14207_7_43,35.1,[32.7 - 37.6%],0.1178,0.68,novel
inter,AM35-8,14207_7_45,32.7,[30.3 - 35.2%],0.1286,0.3,novel
inter,AM35-8,1519438.3,22.2,[20 - 24.7%],0.1972,0,novel
inter,AM35-8,AF16-5,27.7,[25.3 - 30.2%],0.1558,0.04,know
inter,AM35-8,AF25-13AC,36.5,[34.1 - 39%],0.1121,1.04,novel
inter,AM35-8,GCA_000174195,35.4,[33 - 38%],0.1163,0.76,know
inter,AM35-8,GCA_900209925,46,[43.4 - 48.6%],0.0816,9.89,know
inter,AM35-8,13470_2_92,39,[36.5 - 41.5%],0.1029,2.09,novel
inter,AM35-8,14207_7_32,31.2,[28.8 - 33.7%],0.1357,0.17,novel
inter,AM35-8,GCA_000155875,38.5,[36 - 41%],0.1047,1.83,know
inter,AM35-8,GCA_000169235,28.8,[26.5 - 31.3%],0.1487,0.06,know
inter,AM35-8,GCA_000233455,28,[25.6 - 30.5%],0.1538,0.04,know
inter,AM35-8,GCA_902167965,29.1,[26.8 - 31.6%],0.1469,0.07,novel
inter,AM35-8,OM07-11,32.3,[29.9 - 34.8%],0.1304,0.26,novel
inter,AM35-8,13470_2_93,34.3,[31.8 - 36.8%],0.1213,0.52,novel
inter,AM35-8,20287_6_17,33.1,[30.6 - 35.6%],0.1267,0.34,know
inter,AM35-8,21673_4_60,38.5,[36 - 41%],0.1047,1.83,novel
inter,AM35-8,AF88-01pH10A,30.6,[28.2 - 33.1%],0.1389,0.13,novel
inter,AM35-8,GCA_000153905,31.9,[29.5 - 34.4%],0.1324,0.22,know
inter,AM35-8,OM04-12BH,32.1,[29.7 - 34.6%],0.1312,0.24,novel
inter,AM35-8,13414_6_2,25.8,[23.4 - 28.3%],0.1685,0.01,novel
inter,AM35-8,13414_6_15,28.7,[26.4 - 31.2%],0.1493,0.06,novel
inter,AM35-8,21673_4_30,40,[37.5 - 42.5%],0.0994,2.71,novel
inter,AM35-8,GCA_000332875,24.4,[22.1 - 26.9%],0.1788,0.01,know
inter,AM35-8,GCA_001487105,37.3,[34.8 - 39.8%],0.1091,1.31,know
inter,AM35-8,GCA_013300105,21.5,[19.2 - 23.9%],0.2046,0,novel
inter,AM35-8,AF51-3-b8A,37.9,[35.5 - 40.4%],0.1067,1.57,novel
inter,AM35-8,OF09-6,25.9,[23.6 - 28.4%],0.1673,0.02,novel
inter,AM35-8,OF27-8pH10A,31.1,[28.7 - 33.6%],0.1361,0.17,know
inter,AM35-8,GCA_000154065,26.1,[23.8 - 28.6%],0.1662,0.02,know
inter,AM35-8,GCA_000173975,46.8,[44.3 - 49.4%],0.0794,11.52,know
inter,AM35-8,GCA_000209405,28.7,[26.4 - 31.2%],0.1493,0.06,know
inter,AM35-8,GCA_003752155,19.1,[17 - 21.5%],0.2297,0,know
inter,AM35-8,GCA_003945225,23.1,[20.8 - 25.5%],0.1896,0,novel
inter,AM35-8,GCA_004123145,24.8,[22.5 - 27.3%],0.1757,0.01,know
inter,AM35-8,GCA_004216775,18.9,[16.8 - 21.3%],0.232,0,know
inter,AM35-8,GCA_004339095,25.8,[23.5 - 28.3%],0.1683,0.01,know
inter,AM35-8,GCA_004340975,20.5,[18.2 - 22.9%],0.2148,0,know
inter,AM35-8,GCA_004342165,33,[30.6 - 35.5%],0.1269,0.34,know
inter,AM35-8,GCA_004346165,20.1,[17.9 - 22.5%],0.2188,0,know
inter,AM35-8,GCA_900116875,21.3,[19.1 - 23.8%],0.2057,0,novel
inter,AM35-8,GCF_900086625,22.7,[20.5 - 25.2%],0.1926,0,know
inter,AM35-8,AF14-10,32.4,[30 - 34.9%],0.1298,0.27,know
inter,AM35-8,AF18-27,22.2,[19.9 - 24.7%],0.1973,0,know
inter,AM35-8,GCA_002999035,28.7,[26.3 - 31.2%],0.1497,0.06,novel
inter,AM35-8,GCA_003287895,30.8,[28.4 - 33.3%],0.1378,0.15,know
inter,AM35-8,GCA_003363435,20.3,[18 - 22.7%],0.2169,0,know
inter,AM35-8,GCA_003589745,31.8,[29.4 - 34.3%],0.1326,0.22,know
inter,AM35-8,GCA_003609635,18.2,[16.1 - 20.6%],0.2414,0,know
inter,AM35-8,GCA_003625475,20.5,[18.3 - 22.9%],0.2141,0,novel
inter,AM35-8,GCA_018785585,33.6,[31.2 - 36.1%],0.1241,0.42,know
inter,AM35-8,GCA_002161055,22.7,[20.4 - 25.1%],0.1932,0,know
inter,AM35-8,GCA_002161285,25,[22.7 - 27.5%],0.1744,0.01,know
inter,AM35-8,GCA_002161355,22.8,[20.5 - 25.2%],0.1922,0,know
inter,AM35-8,GCA_002251225,21.2,[19 - 23.6%],0.2071,0,know
inter,AM35-8,GCA_002735565,30.9,[28.5 - 33.4%],0.1372,0.15,novel
inter,AM35-8,GCA_002735925,25.8,[23.5 - 28.3%],0.1683,0.01,novel
inter,AM35-8,GCA_002797975,20.2,[18 - 22.6%],0.2176,0,know
inter,AM35-8,GCA_002892395,31.7,[29.3 - 34.2%],0.1335,0.2,novel
inter,AM35-8,GCA_002904165,24.5,[22.1 - 26.9%],0.1783,0.01,know
inter,AM35-8,GCA_900142265,24.6,[22.3 - 27.1%],0.1771,0.01,know
inter,AM35-8,GCA_900258535,22.1,[19.8 - 24.5%],0.1986,0,know
inter,AM35-8,GCA_001940315,25.9,[23.6 - 28.4%],0.1673,0.02,know
inter,AM35-8,GCA_002007235,20.7,[18.5 - 23.2%],0.2118,0,novel
inter,AM35-8,GCA_002159835,22,[19.7 - 24.4%],0.1997,0,know
inter,AM35-8,GCA_002160135,22.7,[20.4 - 25.1%],0.193,0,know
inter,AM35-8,GCA_002160325,19.3,[17.1 - 21.7%],0.2276,0,novel
inter,AM35-8,GCA_002160525,29.2,[26.9 - 31.7%],0.1464,0.08,know
inter,AM35-8,GCA_002160755,22.7,[20.4 - 25.1%],0.193,0,novel
inter,AM35-8,GCA_002160765,22.2,[19.9 - 24.6%],0.1975,0,know
inter,AM35-8,GCA_002160825,20.2,[18 - 22.7%],0.2171,0,novel
inter,AM35-8,GCA_002160985,21.3,[19.1 - 23.8%],0.2059,0,novel
inter,AM35-8,GCA_008691045,27.1,[24.7 - 29.6%],0.1596,0.03,know
inter,AM35-8,GCA_001406555,32.5,[30.1 - 35%],0.1292,0.28,know
inter,AM35-8,GCA_001561955,25.5,[23.2 - 28%],0.1704,0.01,know
inter,AM35-8,GCA_001571775,32.7,[30.3 - 35.2%],0.1283,0.3,know
inter,AM35-8,GCA_001940165,33.4,[31 - 35.9%],0.1252,0.38,novel
inter,AM35-8,GCA_001940225,22,[19.8 - 24.5%],0.1989,0,novel
inter,AM35-8,GCA_001940245,25.5,[23.1 - 27.9%],0.1707,0.01,novel
inter,AM35-8,GCA_013112015,23.9,[21.6 - 26.3%],0.1829,0,know
inter,AM35-8,GCA_900143205,19.2,[17 - 21.6%],0.2289,0,know
inter,AM35-8,OF34-2pH9A,23.6,[21.3 - 26.1%],0.1852,0,know
inter,AM35-8,GCA_001185345,25.2,[22.9 - 27.7%],0.1723,0.01,novel
inter,AM35-8,GCA_001282685,30,[27.6 - 32.5%],0.142,0.11,know
inter,AM35-8,GCA_001311925,26.8,[24.4 - 29.3%],0.1615,0.02,know
inter,AM35-8,GCA_001404335,34.6,[32.1 - 37.1%],0.12,0.57,know
inter,AM35-8,GCA_018223505,24.7,[22.4 - 27.2%],0.1761,0.01,know
inter,AM35-8,GCA_900105615,20.3,[18 - 22.7%],0.217,0,know
inter,AM35-8,OM05-6,31.4,[29 - 33.9%],0.1349,0.18,know
inter,AM35-8,GCA_000702885,18.8,[16.6 - 21.1%],0.2343,0,novel
inter,AM35-8,GCA_000702985,31.8,[29.4 - 34.3%],0.1328,0.21,know
inter,AM35-8,GCA_000703005,34.1,[31.6 - 36.6%],0.1222,0.48,know
inter,AM35-8,GCA_000703065,20.6,[18.4 - 23%],0.2134,0,novel
inter,AM35-8,GCA_000703165,25.9,[23.6 - 28.4%],0.1673,0.02,novel
inter,AM35-8,GCA_000732605,20.3,[18.1 - 22.7%],0.2164,0,know
inter,AM35-8,GCA_000732725,27.3,[24.9 - 29.8%],0.1584,0.03,know
inter,AM35-8,GCA_000746015,16.7,[14.6 - 19%],0.2622,0,novel
inter,AM35-8,GCA_000875945,24.3,[22 - 26.7%],0.1797,0.01,novel
inter,AM35-8,GCA_000702025,24,[21.6 - 26.4%],0.1823,0,know
inter,AM35-8,GCA_000702085,22.3,[20 - 24.7%],0.1968,0,novel
inter,AM35-8,GCA_000702125,19.3,[17.1 - 21.7%],0.2279,0,novel
inter,AM35-8,GCA_000702245,21.9,[19.7 - 24.4%],0.1999,0,novel
inter,AM35-8,GCA_000702265,19.9,[17.6 - 22.3%],0.2214,0,novel
inter,AM35-8,GCA_000702685,20.2,[18 - 22.7%],0.2171,0,novel
inter,AM35-8,GCA_000702845,18.3,[16.2 - 20.7%],0.2396,0,novel
inter,AM35-8,GCA_000686105,25.2,[22.9 - 27.7%],0.1728,0.01,know
inter,AM35-8,TF09-2AC,27.6,[25.2 - 30.1%],0.1563,0.04,know
inter,AM35-8,AM73-11pH9A,30.4,[28 - 32.9%],0.1397,0.13,novel
inter,AM35-8,AM75-20pH9TA,34.1,[31.7 - 36.6%],0.122,0.49,novel
inter,AM35-8,AM93-12TA,26.3,[23.9 - 28.8%],0.1649,0.02,novel
inter,AM35-8,AM97-61,33,[30.6 - 35.5%],0.1271,0.33,novel
inter,AM35-8,IF03-09b2A,24,[21.7 - 26.5%],0.1818,0.01,novel
inter,AM35-8,OF01-20,33.5,[31.1 - 36%],0.1247,0.4,novel
inter,AM35-8,OF27-8pH9A,35.2,[32.7 - 37.7%],0.1175,0.69,novel
inter,AM35-8,OM04-5BH,29.2,[26.8 - 31.7%],0.1469,0.07,novel
inter,AM35-8,OM08-6BH,35.2,[32.7 - 37.7%],0.1175,0.7,novel
inter,AM35-8,TF08-3AC,46,[43.4 - 48.6%],0.0816,9.88,novel
inter,AM35-8,AF94-39M2A,21.7,[19.5 - 24.2%],0.2017,0,novel
inter,AM35-8,AM33-3,25.5,[23.2 - 28%],0.1702,0.01,novel
inter,AM35-8,AM49-4BH,42.4,[39.9 - 44.9%],0.0918,4.79,novel
inter,AM35-8,AM53-6,39.8,[37.4 - 42.4%],0.1,2.6,novel
inter,AM35-8,AM58-1XD,20.8,[18.6 - 23.3%],0.2107,0,novel
inter,AM35-8,AM58-2,35.9,[33.4 - 38.4%],0.1146,0.86,know
inter,AM35-8,AM59-24XD,21.6,[19.3 - 24%],0.2036,0,novel
inter,AM35-8,AM67-19LNA,23.8,[21.5 - 26.2%],0.1839,0,know
inter,AM35-8,OF01-1AC,33.2,[30.8 - 35.8%],0.1259,0.36,know
inter,AM35-8,OF09-36,30.1,[27.7 - 32.6%],0.1415,0.11,novel
inter,AM35-8,TM13-2A,35,[32.6 - 37.5%],0.1181,0.66,know
inter,AM35-8,AF37-4,25.1,[22.7 - 27.6%],0.1736,0.01,know
inter,AM35-8,AF37-5,31.4,[29 - 33.9%],0.1347,0.19,novel
inter,AM35-8,AF41-9,36.2,[33.8 - 38.7%],0.1133,0.96,novel
inter,AM35-8,AF46-10NS,30.6,[28.3 - 33.2%],0.1386,0.14,novel
inter,AM35-8,AF51-6-b8A,29.2,[26.8 - 31.7%],0.1468,0.07,novel
inter,AM35-8,AF66-15pH9A,25.1,[22.8 - 27.6%],0.1735,0.01,novel
inter,AM35-8,AF67-21pH9TA,33,[30.5 - 35.5%],0.1272,0.33,know
inter,AM35-8,AM48-27BH,34.2,[31.7 - 36.7%],0.1218,0.5,novel
inter,AM35-8,AM59-42XD-r,32,[29.6 - 34.6%],0.1316,0.24,novel
inter,AM35-8,OF27-10pH9A,41.1,[38.6 - 43.6%],0.0959,3.52,novel
inter,AM35-8,TM06-18,36.1,[33.6 - 38.6%],0.1137,0.92,novel
inter,AM35-8,AF02-47,30.4,[28 - 32.9%],0.1398,0.13,novel
inter,AM35-8,AF15-50,34.1,[31.7 - 36.6%],0.122,0.49,novel
inter,AM35-8,AF17-7,39.4,[36.9 - 41.9%],0.1015,2.33,novel
inter,AM35-8,AF27-2AA,24.3,[22 - 26.7%],0.1799,0.01,novel
inter,AM35-8,AF32-12BH,29.3,[26.9 - 31.8%],0.1462,0.08,novel
inter,AM35-8,AF33-28,25.7,[23.3 - 28.1%],0.1693,0.01,novel
inter,AM35-8,AF50-3,29.2,[26.8 - 31.7%],0.1465,0.08,know
inter,AM35-8,OF25-8pH10A,21.7,[19.5 - 24.2%],0.2018,0,novel
inter,AM35-8,OF30-10pH10A,36.6,[34.2 - 39.1%],0.1116,1.08,novel
inter,AM35-8,AF22-4AC,27.8,[25.4 - 30.3%],0.1551,0.04,novel
inter,AM35-8,GCA_900184995,23.5,[21.2 - 25.9%],0.1864,0,know
inter,AM35-8,GCA_900199395,18,[15.9 - 20.4%],0.2439,0,know
inter,AM35-8,GCA_900199595,24.2,[21.9 - 26.6%],0.1806,0.01,novel
inter,AM35-8,GCA_900205965,18.9,[16.7 - 21.3%],0.2328,0,know
inter,AM35-8,GCA_900248245,20.7,[18.5 - 23.1%],0.212,0,know
inter,AM35-8,GCA_900625025,19.4,[17.2 - 21.8%],0.2268,0,novel
inter,AM35-8,GCF_900078195,26.3,[23.9 - 28.8%],0.165,0.02,novel
inter,AM35-8,IMG_2861347227,20.5,[18.3 - 22.9%],0.2144,0,novel
inter,AM35-8,IMG_2926471356,31.9,[29.5 - 34.4%],0.1321,0.23,know
inter,AM35-8,AF17-22AC,29.5,[27.1 - 32%],0.1448,0.09,novel
inter,AM35-8,GCA_900116395,18.6,[16.4 - 21%],0.2366,0,novel
inter,AM35-8,GCA_900116865,22.9,[20.6 - 25.3%],0.1914,0,novel
inter,AM35-8,GCA_900120295,20.6,[18.4 - 23%],0.213,0,novel
inter,AM35-8,GCA_900129945,19.8,[17.6 - 22.2%],0.2218,0,know
inter,AM35-8,GCA_900141825,22.9,[20.7 - 25.4%],0.1909,0,know
inter,AM35-8,GCA_900141895,20.3,[18.1 - 22.7%],0.2165,0,know
inter,AM35-8,GCA_900142165,24.8,[22.5 - 27.3%],0.1757,0.01,know
inter,AM35-8,GCA_900143645,18.6,[16.5 - 21%],0.236,0,know
inter,AM35-8,GCA_900168235,22.8,[20.5 - 25.2%],0.1925,0,novel
inter,AM35-8,AF19-22AC,27.2,[24.8 - 29.7%],0.1591,0.03,know
inter,AM35-8,GCA_900113385,21.2,[19 - 23.7%],0.2069,0,novel
inter,AM35-8,GCA_900113415,18.9,[16.8 - 21.3%],0.2322,0,novel
inter,AM35-8,GCA_900113655,20.4,[18.2 - 22.9%],0.215,0,novel
inter,AM35-8,GCA_900115365,20.6,[18.3 - 23%],0.2137,0,know
inter,AM35-8,GCA_900115735,18.8,[16.6 - 21.2%],0.2341,0,know
inter,AM35-8,GCA_900115795,19.4,[17.3 - 21.8%],0.226,0,novel
inter,AM35-8,GCA_900102235,21.9,[19.6 - 24.3%],0.2005,0,novel
inter,AM35-8,GCA_900103495,20.2,[18 - 22.6%],0.2173,0,novel
inter,AM35-8,GCA_900103635,23,[20.8 - 25.5%],0.1899,0,novel
inter,AM35-8,GCA_900104335,23,[20.7 - 25.4%],0.1906,0,novel
