Gene,12718_7_47,18048_1_63,18048_2_63,AF16-22,AF16-5,AF19-8AC,AF22-21,AF38-1,AF99-32,AM14-16,GCA_000154425,GCA_001404315,GCA_001404675,GCA_001405115,GCA_001406175,GCA_009875795,GCA_009875825,GCA_013301435,GCA_016586415,OM06-25,OM06-34AC,TF11-13
group_1279,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
spk1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1
group_2200,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
group_2298,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
group_2305,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
group_260,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_3148,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
group_325,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
group_355,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_4,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
group_4167,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1
group_4267,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
group_4328,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
group_441,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_552,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0
group_594,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
cusR,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1
group_740,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1
group_750,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
group_781,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
group_1264,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
nfdA,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
natR,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
group_1287,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1
tet(O),1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
group_1595,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
group_179,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
essC,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1
group_1885,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0
sigE_2,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1
group_2104,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0
rffG,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0
group_2290,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
potA,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
sbnB_2,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
menH_2,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_280,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0
group_311,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
group_312,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
group_313,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
group_314,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
mprA_1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
group_3663,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
group_410,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
group_42,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
group_432,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1
ydcV_2,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
potB,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
glnB_2,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0
garK,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1
group_4399,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
group_4412,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1
yybR,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1
group_488,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
group_489,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
group_570,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0
group_583,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1
ndhI,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0
rssA,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0
madB,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0
group_833,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1
group_84,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
noc,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1
group_976,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0
group_1132,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
group_1149,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
group_1164,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_1175,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1
group_1252,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1
group_17,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_175,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
group_1769,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
ppk_1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
xylP,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_1986,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
lemA,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_2131,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1
group_2162,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
group_2204,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
qseB,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0
sasA_9,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0
group_2208,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0
group_2311,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1
Int-Tn_1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_272,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0
group_3198,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
group_3214,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
rhaS_3,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_3550,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_3551,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
rhaR_1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_3553,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_3554,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_3664,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_3665,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_3666,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_3667,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_3668,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_3669,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_3670,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
tri1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0
purR_1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
group_4021,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
lnrL_4,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
btsR,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
group_4024,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
yesZ,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_4349,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
group_4471,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1
group_5007,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1
group_634,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_636,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_660,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_774,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
group_853,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1
group_855,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1
group_121,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0
sigM,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1
group_1269,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
group_1270,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
apaH_2,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
group_1530,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
group_1531,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
group_1533,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_1763,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
group_1766,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
group_18,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0
group_1905,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_1906,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_2021,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
group_2119,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
group_2120,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
group_2182,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
macB_2,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0
group_2220,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
group_2334,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
group_2410,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1
virD4,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_2860,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
ylaC,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
ftsE_3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
group_300,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
group_310,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
group_3954,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0
group_404,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
group_4090,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
group_4350,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
kptA,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
group_4473,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
group_4474,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
group_4475,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
group_4476,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
group_490,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0
group_568,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0
group_630,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_717,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
group_720,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1
group_764,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1
agrB_2,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1
group_974,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0
group_1063,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_1064,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_1065,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_1189,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
group_1217,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_1271,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
group_1273,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_1275,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_1277,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_1278,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_1283,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
group_1295,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1
group_140,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0
group_1415,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
group_1416,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
group_1437,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
group_1904,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_1907,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_1908,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_1909,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_2061,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0
pstS2_2,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
group_2210,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_2211,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0
cas2,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
group_2299,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_2300,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_2301,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_2307,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
ymdB,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1
group_2341,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1
group_2342,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1
group_246,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
noc_1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
group_2652,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
group_291,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
group_3424,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_3425,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_3426,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
xerC_1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0
group_3746,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0
srtB_2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_377,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1
group_3806,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
group_3807,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0
group_3843,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
group_3901,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
mecI,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_4150,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0
group_4165,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
group_4166,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
group_419,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
group_430,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_434,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1
group_4357,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1
Int-Tn_2,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4364,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4365,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4366,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4367,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4368,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4369,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4370,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4371,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4375,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4376,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4377,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4378,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4379,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_4410,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1
group_442,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
group_4446,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
group_4472,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1
group_4506,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1
group_631,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_632,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
group_635,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
topA_2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
hsdR,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
group_702,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
group_754,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1
group_798,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
group_1000,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1
group_1061,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
group_1094,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
group_1095,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
group_1147,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_1190,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
group_1199,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
group_1226,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
group_1889,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
group_1890,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
group_1959,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
group_2001,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
group_2050,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_2051,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_2052,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_2054,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
group_2055,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_2118,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
group_2133,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
group_2134,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
group_2136,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
group_2138,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
group_2256,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
mutT,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
group_2337,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1
group_244,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
group_2441,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
group_2442,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
group_2443,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1
group_294,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
group_2950,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
group_2951,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
group_3170,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
group_3191,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1
xerC_4,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1
group_3376,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
vraR,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
group_3518,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
group_3739,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_3740,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
group_3741,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
